probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0538,0.0381,0.0380,52.0126,38.0943,18.8188,0.9716,0.9705
mlp,0.0405,0.0283,0.0290,11.6597,8.2018,0.6328,0.9843,0.9828
