step,epoch,pred,pred_block,pred_free,sigreg,l1,anchor,anchor_pred,total,latent_std
50,1,0.05861891433596611,0.00441299844533205,0.054205916821956635,4.395074844360352,0.011174596846103668,0.32297372817993164,0.32262468338012695,0.7262038588523865,0.9824326634407043
100,1,0.17675912380218506,0.008164875209331512,0.16859425604343414,3.695155620574951,0.011124931275844574,0.2738233208656311,0.271098792552948,0.7401681542396545,0.9853125214576721
150,1,0.10542921721935272,0.0248606838285923,0.08056853711605072,3.141418933868408,0.012071385979652405,0.1257048100233078,0.12367639690637589,0.3705295920372009,0.9953410625457764
200,1,0.11347973346710205,0.019780781120061874,0.09369895607233047,3.2234179973602295,0.012414091266691685,0.05632258206605911,0.054455552250146866,0.24038738012313843,0.9955137968063354
250,1,0.10272246599197388,0.009874872863292694,0.09284759312868118,2.503892421722412,0.01240837574005127,0.022954212501645088,0.021863296627998352,0.16007184982299805,1.0015089511871338
300,1,0.09246900677680969,0.011564447544515133,0.08090455830097198,2.7540082931518555,0.012371256947517395,0.014336897060275078,0.01343337818980217,0.13402169942855835,1.007035493850708
350,1,0.08497903496026993,0.007640123832970858,0.07733891159296036,2.4260904788970947,0.012226962484419346,0.012904716655611992,0.012053491547703743,0.12207992374897003,1.0038468837738037
400,1,0.07770425826311111,0.005737206898629665,0.07196705043315887,2.36374831199646,0.012280343100428581,0.009418610483407974,0.008581485599279404,0.10753537714481354,0.999868631362915
450,1,0.08440515398979187,0.00803536269813776,0.07636979222297668,2.482473850250244,0.012186854146420956,0.013661650009453297,0.013071775436401367,0.12356314063072205,0.992868959903717
500,1,0.09331610798835754,0.00788741186261177,0.08542869985103607,2.563565731048584,0.012179900892078876,0.014787185937166214,0.014146501198410988,0.13507980108261108,0.9885095357894897
550,1,0.09028057008981705,0.010559678077697754,0.0797208920121193,2.4796690940856934,0.012150631286203861,0.01465003751218319,0.013720565475523472,0.13106167316436768,0.9864112138748169
600,1,0.09063951671123505,0.0069901905953884125,0.08364932984113693,2.3080058097839355,0.012121722102165222,0.00907788798213005,0.008340162225067616,0.11960971355438232,0.9835934638977051
650,1,0.08994275331497192,0.0067044831812381744,0.08323827385902405,2.6999716758728027,0.012476007454097271,0.020108502358198166,0.0196992177516222,0.1432628035545349,0.98487389087677
700,1,0.09084436297416687,0.008801720105111599,0.0820426419377327,3.258146286010742,0.012794134207069874,0.016272809356451035,0.015310224145650864,0.13873091340065002,0.9805938005447388
750,1,0.12136312574148178,0.009449310600757599,0.11191381514072418,3.348252296447754,0.013419206254184246,0.0168272964656353,0.015467611141502857,0.17041271924972534,0.9731464385986328
800,1,0.1121709793806076,0.013394852168858051,0.09877612441778183,3.267113208770752,0.014603215269744396,0.018390055745840073,0.01629152148962021,0.16320271790027618,0.9836467504501343
850,1,0.11428240686655045,0.009723866358399391,0.1045585423707962,3.34647798538208,0.014852694235742092,0.012102153152227402,0.010855833068490028,0.15398763120174408,0.9829410910606384
900,1,0.12962836027145386,0.011072492226958275,0.11855586618185043,3.1269378662109375,0.014778080396354198,0.01171744056046009,0.010444470681250095,0.16743974387645721,0.9840129613876343
950,1,0.13511650264263153,0.009190141223371029,0.12592636048793793,3.0557920932769775,0.014456434175372124,0.03543204441666603,0.032992132008075714,0.21883410215377808,0.9739994406700134
1000,1,0.10565351694822311,0.007658929564058781,0.09799458831548691,3.3221137523651123,0.01403286773711443,0.01467668917030096,0.013325612992048264,0.1502804160118103,0.9804285764694214
1050,1,0.0882788896560669,0.012188363820314407,0.07609052956104279,3.8240132331848145,0.01300104334950447,0.01304512470960617,0.012137352488934994,0.13259443640708923,0.9762922525405884
1100,1,0.10180707275867462,0.01039988361299038,0.09140718728303909,4.351472854614258,0.012362678535282612,0.011859717778861523,0.011103302240371704,0.1465398222208023,0.9731208086013794
1150,1,0.08744391798973083,0.008243117481470108,0.07920080423355103,3.222170114517212,0.013508779928088188,0.011952180415391922,0.010564268566668034,0.12608473002910614,0.9779770374298096
1200,1,0.08162146806716919,0.007233509793877602,0.07438796013593674,3.4069643020629883,0.013353433459997177,0.010644453577697277,0.010040215216577053,0.11935430765151978,0.9770839214324951
1250,1,0.09550558775663376,0.009624972939491272,0.08588061481714249,2.9931702613830566,0.012552066706120968,0.012545865029096603,0.01165090873837471,0.13468077778816223,0.9716135859489441
1300,1,0.11888983845710754,0.009759435430169106,0.10913040488958359,3.352818012237549,0.012845195829868317,0.017743565142154694,0.01576254703104496,0.16917288303375244,0.9689528346061707
1350,1,0.14067690074443817,0.020383168011903763,0.12029373645782471,3.3605172634124756,0.012941242195665836,0.017824377864599228,0.015297744423151016,0.19061455130577087,0.9718443155288696
1400,2,0.15226732194423676,0.017358440905809402,0.13490888476371765,3.406167507171631,0.013025042600929737,0.014006970450282097,0.01231115497648716,0.1956292986869812,0.9810501337051392
1450,2,0.07890655845403671,0.006923085544258356,0.0719834715127945,3.3599963188171387,0.012880515307188034,0.015482190996408463,0.013600285165011883,0.12480189651250839,0.9964512586593628
1500,2,0.13224734365940094,0.00907936505973339,0.1231679767370224,3.158813714981079,0.012383795343339443,0.008195068687200546,0.0067992061376571655,0.16304807364940643,0.9871796369552612
1550,2,0.1209476888179779,0.0066544488072395325,0.11429324001073837,4.316469192504883,0.012632734142243862,0.009272988885641098,0.0076715885661542416,0.15948724746704102,0.9814528226852417
1600,2,0.07998161762952805,0.008065866306424141,0.07191575318574905,3.478621482849121,0.012617979198694229,0.01141994446516037,0.009776150807738304,0.11858344078063965,0.990333080291748
1650,2,0.11093995720148087,0.010704605840146542,0.10023535043001175,3.2780728340148926,0.012319767847657204,0.010979032143950462,0.009809230454266071,0.14813090860843658,0.9845696687698364
1700,2,0.1169450581073761,0.010043183341622353,0.1069018766283989,3.3322720527648926,0.012213346548378468,0.015465891920030117,0.013320842757821083,0.1624053716659546,0.9739826321601868
1750,2,0.11099445819854736,0.005999695509672165,0.1049947589635849,3.1974849700927734,0.012010333128273487,0.009401790797710419,0.008045783266425133,0.14444147050380707,0.9821447134017944
1800,2,0.10528014600276947,0.008309813216328621,0.096970334649086,3.235949993133545,0.012066032737493515,0.009170373901724815,0.00807507336139679,0.1387173980474472,0.9866676926612854
1850,2,0.1110214963555336,0.00845230370759964,0.10256919264793396,3.1423916816711426,0.012292444705963135,0.008375270292162895,0.007386388257145882,0.142507404088974,0.9786537289619446
1900,2,0.12725624442100525,0.015522470697760582,0.11173377931118011,3.3625686168670654,0.012171159498393536,0.015257379040122032,0.014072845689952374,0.17341148853302002,0.984332263469696
1950,2,0.10729984194040298,0.007951514795422554,0.09934832900762558,3.1737186908721924,0.01222195103764534,0.00875410158187151,0.007935164496302605,0.13986992835998535,0.9873483180999756
2000,2,0.11008910834789276,0.006216408684849739,0.10387270152568817,3.0682051181793213,0.012388309463858604,0.007189975120127201,0.006379531696438789,0.13901202380657196,1.002901315689087
2050,2,0.10223469138145447,0.005213908385485411,0.09702078253030777,2.9932339191436768,0.012352390214800835,0.0073508876375854015,0.00660816952586174,0.1311722695827484,1.0064427852630615
2100,2,0.08765110373497009,0.004970157518982887,0.08268094807863235,2.8700928688049316,0.012199632823467255,0.005339392460882664,0.004665717948228121,0.1120188757777214,1.0023211240768433
