t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16218,0.51083,0.72678,0.01083,41.641
2,0.17778,0.52183,0.61403,0.02183,35.181
3,0.19415,0.53049,0.48673,0.03049,27.888
4,0.21037,0.53690,0.37635,0.03690,21.563
5,0.23021,0.54285,0.29129,0.04285,16.690
6,0.25006,0.54678,0.19573,0.04678,11.214
7,0.27062,0.54902,0.10850,0.04902,6.216
8,0.29115,0.54978,0.03697,0.04978,2.118
9,0.31186,0.54990,0.00555,0.04990,0.318
10,0.33247,0.54948,-0.02008,0.04948,-1.150
11,0.35275,0.54835,-0.05599,0.04835,-3.208
12,0.37390,0.54708,-0.05989,0.04708,-3.431
13,0.39495,0.54582,-0.05954,0.04582,-3.411
14,0.41548,0.54442,-0.06837,0.04442,-3.917
15,0.43698,0.54285,-0.07254,0.04285,-4.156
16,0.45846,0.54151,-0.06260,0.04151,-3.587
17,0.47914,0.53999,-0.07336,0.03999,-4.203
18,0.50015,0.53867,-0.06256,0.03867,-3.584
