t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15986,0.50899,0.73970,0.00899,42.382
2,0.17554,0.51991,0.60811,0.01991,34.842
3,0.19112,0.52792,0.47500,0.02792,27.215
4,0.20712,0.53404,0.36511,0.03404,20.919
5,0.22585,0.53964,0.29066,0.03964,16.654
6,0.24250,0.54299,0.19820,0.04299,11.356
7,0.26083,0.54482,0.09949,0.04482,5.700
8,0.28060,0.54496,0.00718,0.04496,0.412
9,0.30122,0.54414,-0.03957,0.04414,-2.267
10,0.32202,0.54319,-0.04585,0.04319,-2.627
11,0.34308,0.54154,-0.07814,0.04154,-4.477
12,0.36487,0.53944,-0.09609,0.03944,-5.506
13,0.38658,0.53745,-0.09151,0.03745,-5.243
14,0.40765,0.53529,-0.10219,0.03529,-5.855
15,0.42970,0.53298,-0.10424,0.03298,-5.972
16,0.45269,0.53116,-0.07874,0.03116,-4.512
17,0.47481,0.52952,-0.07431,0.02952,-4.258
18,0.49776,0.52815,-0.05944,0.02815,-3.406
