t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16140,0.51016,0.72793,0.01016,41.707
2,0.17626,0.52070,0.61701,0.02070,35.352
3,0.19175,0.52900,0.49190,0.02900,28.184
4,0.20698,0.53510,0.38089,0.03510,21.824
5,0.22599,0.54085,0.29381,0.04085,16.834
6,0.24486,0.54462,0.19703,0.04462,11.289
7,0.26450,0.54690,0.11577,0.04690,6.633
8,0.28432,0.54776,0.04298,0.04776,2.462
9,0.30401,0.54792,0.00846,0.04792,0.485
10,0.32363,0.54761,-0.01612,0.04761,-0.924
11,0.34287,0.54660,-0.05227,0.04660,-2.995
12,0.36304,0.54544,-0.05768,0.04544,-3.305
13,0.38319,0.54432,-0.05511,0.04432,-3.158
14,0.40286,0.54314,-0.06001,0.04314,-3.438
15,0.42345,0.54185,-0.06284,0.04185,-3.601
16,0.44401,0.54063,-0.05898,0.04063,-3.380
17,0.46396,0.53924,-0.06959,0.03924,-3.987
18,0.48402,0.53820,-0.05174,0.03820,-2.965
