t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16008,0.50928,0.74420,0.00928,42.640
2,0.17659,0.52080,0.60902,0.02080,34.894
3,0.19274,0.52904,0.47215,0.02904,27.052
4,0.20931,0.53515,0.35300,0.03515,20.225
5,0.22890,0.54041,0.26217,0.04041,15.021
6,0.24682,0.54348,0.16976,0.04348,9.727
7,0.26675,0.54490,0.07101,0.04490,4.069
8,0.28774,0.54440,-0.02388,0.04440,-1.368
9,0.30966,0.54324,-0.05259,0.04324,-3.013
10,0.33129,0.54231,-0.04313,0.04231,-2.471
11,0.35330,0.54081,-0.06815,0.04081,-3.905
12,0.37578,0.53878,-0.09005,0.03878,-5.160
13,0.39846,0.53676,-0.08879,0.03676,-5.087
14,0.42059,0.53447,-0.10303,0.03447,-5.903
15,0.44335,0.53226,-0.09670,0.03226,-5.540
16,0.46649,0.53054,-0.07416,0.03054,-4.249
17,0.48909,0.52875,-0.07890,0.02875,-4.520
18,0.51222,0.52729,-0.06329,0.02729,-3.626
