t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15917,0.50838,0.74060,0.00838,42.433
2,0.16979,0.51624,0.63657,0.01624,36.473
3,0.18144,0.52253,0.49558,0.02253,28.394
4,0.19310,0.52743,0.39745,0.02743,22.772
5,0.20682,0.53173,0.30391,0.03173,17.413
6,0.22120,0.53453,0.19249,0.03453,11.029
7,0.23548,0.53626,0.12055,0.03626,6.907
8,0.25048,0.53694,0.04510,0.03694,2.584
9,0.26528,0.53709,0.00988,0.03709,0.566
10,0.27997,0.53678,-0.02051,0.03678,-1.175
11,0.29422,0.53608,-0.04971,0.03608,-2.848
12,0.30903,0.53547,-0.04061,0.03547,-2.327
13,0.32432,0.53471,-0.04969,0.03471,-2.847
14,0.33925,0.53370,-0.06805,0.03370,-3.899
15,0.35497,0.53246,-0.07818,0.03246,-4.479
16,0.37036,0.53133,-0.07384,0.03133,-4.231
17,0.38497,0.53012,-0.08226,0.03012,-4.713
18,0.39978,0.52895,-0.07896,0.02895,-4.524
