t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15839,0.50749,0.72912,0.00749,41.775
2,0.16947,0.51544,0.62216,0.01544,35.647
3,0.18121,0.52182,0.49768,0.02182,28.515
4,0.19386,0.52718,0.40104,0.02718,22.978
5,0.20845,0.53195,0.31601,0.03195,18.106
6,0.22326,0.53527,0.22029,0.03527,12.622
7,0.23820,0.53756,0.15183,0.03756,8.699
8,0.25398,0.53887,0.08278,0.03887,4.743
9,0.27000,0.53968,0.05075,0.03968,2.908
10,0.28521,0.53992,0.01588,0.03992,0.910
11,0.30009,0.53972,-0.01373,0.03972,-0.786
12,0.31592,0.53953,-0.01197,0.03953,-0.686
13,0.33183,0.53907,-0.02860,0.03907,-1.639
14,0.34739,0.53833,-0.04784,0.03833,-2.741
15,0.36395,0.53730,-0.06201,0.03730,-3.553
16,0.38035,0.53631,-0.06021,0.03631,-3.450
17,0.39591,0.53532,-0.06372,0.03532,-3.651
18,0.41163,0.53447,-0.05389,0.03447,-3.087
