t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16027,0.50955,0.74904,0.00955,42.917
2,0.17755,0.52163,0.61014,0.02163,34.958
3,0.19425,0.52996,0.46283,0.02996,26.518
4,0.21169,0.53609,0.33774,0.03609,19.351
5,0.23192,0.54114,0.24455,0.04114,14.012
6,0.25029,0.54380,0.14420,0.04380,8.262
7,0.27154,0.54462,0.03840,0.04462,2.200
8,0.29324,0.54364,-0.04507,0.04364,-2.582
9,0.31580,0.54196,-0.07447,0.04196,-4.267
10,0.33823,0.54049,-0.06517,0.04049,-3.734
11,0.36102,0.53844,-0.09002,0.03844,-5.158
12,0.38417,0.53616,-0.09807,0.03616,-5.619
13,0.40739,0.53411,-0.08794,0.03411,-5.039
14,0.43027,0.53189,-0.09680,0.03189,-5.546
15,0.45344,0.53001,-0.08101,0.03001,-4.642
16,0.47647,0.52882,-0.05137,0.02882,-2.943
17,0.49948,0.52748,-0.05852,0.02748,-3.353
18,0.52283,0.52719,-0.01210,0.02719,-0.693
