t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15808,0.50723,0.72969,0.00723,41.808
2,0.17051,0.51589,0.60847,0.01589,34.863
3,0.18376,0.52308,0.49717,0.02308,28.486
4,0.19738,0.52893,0.40591,0.02893,23.257
5,0.21290,0.53422,0.32855,0.03422,18.825
6,0.22744,0.53792,0.24925,0.03792,14.281
7,0.24208,0.54060,0.18096,0.04060,10.368
8,0.25804,0.54210,0.09353,0.04210,5.359
9,0.27465,0.54270,0.03633,0.04270,2.081
10,0.29155,0.54266,-0.00218,0.04266,-0.125
11,0.30902,0.54171,-0.05472,0.04171,-3.135
12,0.32768,0.54044,-0.06804,0.04044,-3.898
13,0.34627,0.53896,-0.07933,0.03896,-4.545
14,0.36348,0.53732,-0.09485,0.03732,-5.434
15,0.38117,0.53534,-0.11173,0.03534,-6.402
16,0.39896,0.53352,-0.10148,0.03352,-5.814
17,0.41676,0.53167,-0.10366,0.03167,-5.940
18,0.43536,0.53040,-0.06843,0.03040,-3.921
