t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15922,0.50823,0.72900,0.00823,41.768
2,0.17139,0.51695,0.62137,0.01695,35.602
3,0.18401,0.52384,0.49965,0.02384,28.628
4,0.19724,0.52943,0.40034,0.02943,22.938
5,0.21299,0.53451,0.31197,0.03451,17.874
6,0.22888,0.53804,0.21859,0.03804,12.524
7,0.24514,0.54035,0.14089,0.04035,8.073
8,0.26191,0.54145,0.06550,0.04145,3.753
9,0.27860,0.54192,0.02806,0.04192,1.608
10,0.29486,0.54185,-0.00432,0.04185,-0.248
11,0.31097,0.54125,-0.03731,0.04125,-2.138
12,0.32782,0.54059,-0.03900,0.04059,-2.234
13,0.34479,0.53985,-0.04369,0.03985,-2.503
14,0.36158,0.53892,-0.05517,0.03892,-3.161
15,0.37946,0.53762,-0.07280,0.03762,-4.171
16,0.39740,0.53639,-0.06852,0.03639,-3.926
17,0.41435,0.53512,-0.07421,0.03512,-4.252
18,0.43129,0.53407,-0.06234,0.03407,-3.572
