probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0395,0.0273,0.0285,60.9989,47.3614,25.5594,0.9854,0.9834
mlp,0.0288,0.0207,0.0200,33.2949,19.1615,9.6570,0.9916,0.9918
