probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0649,0.0480,0.0437,12.2538,8.9482,0.3577,0.9548,0.9611
mlp,0.0354,0.0259,0.0242,4.6610,3.8413,0.0000,0.9869,0.9881
