step,epoch,recon,dyn,pred_recon,var,anchor,anchor_pred,total,latent_std
50,1,0.5693910121917725,0.004689131397753954,0.5813036561012268,0.0,0.29251664876937866,0.2923460006713867,1.7402465343475342,0.45789605379104614
100,1,0.3842914402484894,0.0031520877964794636,0.37514951825141907,0.0,0.31769639253616333,0.31726735830307007,1.3975567817687988,0.4651557207107544
150,1,0.3485369086265564,0.004925457760691643,0.3348601460456848,0.0,0.3089412748813629,0.3085518479347229,1.3058156967163086,0.475431889295578
200,1,0.3260020613670349,0.00317557156085968,0.30594149231910706,0.0,0.3021753430366516,0.30174171924591064,1.2390360832214355,0.46685799956321716
250,1,0.30504557490348816,0.004230848979204893,0.2851890027523041,0.0,0.2845950126647949,0.284080445766449,1.163140892982483,0.4662715494632721
300,1,0.2975848317146301,0.006186321843415499,0.27917325496673584,0.0,0.26364967226982117,0.26339665055274963,1.1099907159805298,0.4719829857349396
350,1,0.27977678179740906,0.00354209472425282,0.2719753384590149,0.0,0.2971571683883667,0.2971974015235901,1.1496487855911255,0.4713287353515625
400,1,0.2728691101074219,0.004535901825875044,0.26287275552749634,0.0,0.22938860952854156,0.22961804270744324,0.9992844462394714,0.4767581820487976
450,1,0.27713388204574585,0.009691889397799969,0.26591694355010986,0.0,0.210266575217247,0.21033808588981628,0.9733473658561707,0.4878303110599518
500,1,0.27733343839645386,0.008077838458120823,0.2731054425239563,0.0,0.0811968594789505,0.08113725483417511,0.7208508253097534,0.49602383375167847
550,1,0.25268423557281494,0.006301713641732931,0.25142544507980347,0.0,0.019611496478319168,0.019453108310699463,0.5494759678840637,0.4956899881362915
600,1,0.21788667142391205,0.003677397035062313,0.22207488119602203,0.0,0.008971881121397018,0.008830761536955833,0.46144160628318787,0.49980565905570984
650,1,0.20731565356254578,0.0035768200177699327,0.20982548594474792,0.0,0.007510678842663765,0.007441808003932238,0.4356704354286194,0.49441221356391907
700,1,0.20122943818569183,0.0033426457084715366,0.20401939749717712,0.0,0.006039872765541077,0.005971119273453951,0.4206024706363678,0.4942780137062073
750,1,0.1908922642469406,0.0025511952117085457,0.19345667958259583,0.0,0.0055036102421581745,0.005454074591398239,0.39785781502723694,0.4915741980075836
800,1,0.1880565583705902,0.0024169590324163437,0.18946795165538788,0.0,0.005177691578865051,0.005106363445520401,0.39022552967071533,0.49724721908569336
850,1,0.18474070727825165,0.0021474144887179136,0.18690428137779236,0.0,0.004487163387238979,0.004441819153726101,0.3827213943004608,0.48897069692611694
900,1,0.18096491694450378,0.002111835638061166,0.18119987845420837,0.0,0.004414016380906105,0.00441167876124382,0.3731023371219635,0.48932963609695435
950,1,0.17213314771652222,0.0019565438851714134,0.1770329773426056,0.0,0.004086412489414215,0.004055942874401808,0.3592650294303894,0.48545342683792114
1000,1,0.17289307713508606,0.0018579575698822737,0.1760082244873047,0.0,0.004171242471784353,0.004172853659838438,0.35910335183143616,0.4919073283672333
1050,1,0.17092232406139374,0.0018605721415951848,0.17128263413906097,0.0,0.003814916592091322,0.0037884062621742487,0.3516688644886017,0.48520779609680176
1100,1,0.16533783078193665,0.00189964659512043,0.16726946830749512,0.0,0.0035409536212682724,0.003484216518700123,0.3415321111679077,0.48737025260925293
1150,1,0.16830338537693024,0.0016390825621783733,0.17058368027210236,0.0,0.002990369452163577,0.0029536751098930836,0.3464702069759369,0.48376452922821045
1200,1,0.16624361276626587,0.001660134526900947,0.16621436178684235,0.0,0.003254339098930359,0.003245572093874216,0.3406180441379547,0.4865781366825104
1250,1,0.16040828824043274,0.0014587835175916553,0.16135986149311066,0.0,0.002635406795889139,0.0026022298261523247,0.3284645676612854,0.48594245314598083
1300,1,0.16542410850524902,0.0015027363551780581,0.16671742498874664,0.0,0.0028329300694167614,0.002792254090309143,0.3392694592475891,0.4864370822906494
1350,1,0.16164156794548035,0.001487256377004087,0.1637229025363922,0.0,0.002796660177409649,0.0027462951838970184,0.33239468932151794,0.4835885763168335
1400,2,0.15771886706352234,0.001564261270686984,0.16079479455947876,0.0,0.0024687503464519978,0.00245788530446589,0.32500454783439636,0.4864582121372223
1450,2,0.15158823132514954,0.0016574515029788017,0.15626686811447144,0.0,0.002223918680101633,0.0022286975290626287,0.31396517157554626,0.4827640950679779
1500,2,0.15338057279586792,0.0011567937908694148,0.15563523769378662,0.0,0.002313669305294752,0.0023171412758529186,0.31480342149734497,0.48190972208976746
1550,2,0.15714812278747559,0.0012776623480021954,0.1559256911277771,0.0,0.00222544907592237,0.002254258841276169,0.3188311755657196,0.4854828715324402
1600,2,0.15117593109607697,0.0014502746053040028,0.15669360756874084,0.0,0.00249886023811996,0.002525651827454567,0.3143443167209625,0.4862710237503052
1650,2,0.1521516591310501,0.0012996704317629337,0.15651479363441467,0.0,0.002200283110141754,0.0022215936332941055,0.3143880069255829,0.4823554754257202
1700,2,0.15241992473602295,0.0011491361074149609,0.151489719748497,0.0,0.0020070921164005995,0.0020281451288610697,0.30909401178359985,0.4802705645561218
1750,2,0.1471010148525238,0.0013143448159098625,0.15103593468666077,0.0,0.0019915816374123096,0.0019870810210704803,0.3034299612045288,0.4793662130832672
1800,2,0.15035870671272278,0.00126673246268183,0.1534402221441269,0.0,0.002090781694278121,0.002123065060004592,0.30927950143814087,0.4833034574985504
1850,2,0.15337325632572174,0.0014417432248592377,0.15510164201259613,0.0,0.002090092748403549,0.002076458651572466,0.31408318877220154,0.48868677020072937
1900,2,0.14828279614448547,0.0011985028395429254,0.15485407412052155,0.0,0.002142716897651553,0.0021596241276711226,0.30863770842552185,0.4864093065261841
1950,2,0.14632532000541687,0.001206756103783846,0.14814487099647522,0.0,0.0019521216163411736,0.001960529014468193,0.299589604139328,0.48362863063812256
2000,2,0.1429227888584137,0.0011174450628459454,0.14912788569927216,0.0,0.0018963802140206099,0.0019152371678501368,0.29697975516319275,0.48291635513305664
2050,2,0.1404917985200882,0.001100211520679295,0.14558467268943787,0.0,0.0021772340405732393,0.002157098613679409,0.29151099920272827,0.4841490685939789
2100,2,0.14207063615322113,0.001130533404648304,0.14865143597126007,0.0,0.0018651201389729977,0.0018545044586062431,0.2955722212791443,0.48296719789505005
2150,2,0.1417509913444519,0.0010270355269312859,0.14339882135391235,0.0,0.0014834930188953876,0.0015200371854007244,0.2891803979873657,0.4807291030883789
2200,2,0.1388424187898636,0.0009430909994989634,0.1440400332212448,0.0,0.0016910906415432692,0.001708079595118761,0.2872247099876404,0.48313140869140625
2250,2,0.145176500082016,0.001273853937163949,0.14633509516716003,0.0,0.001975272549316287,0.0019654296338558197,0.29672616720199585,0.48797106742858887
2300,2,0.14172013103961945,0.00128006876911968,0.14300861954689026,0.0,0.0019387572538107634,0.00196724571287632,0.2899148464202881,0.4842638075351715
2350,2,0.13837018609046936,0.0011847189161926508,0.14279264211654663,0.0,0.0017558622639626265,0.0017637815326452255,0.28586721420288086,0.48398473858833313
2400,2,0.13479159772396088,0.0007724245078861713,0.14091606438159943,0.0,0.0017965505830943584,0.001825017505325377,0.2801016569137573,0.4846443831920624
2450,2,0.13582472503185272,0.0007738082786090672,0.13954950869083405,0.0,0.0016631459584459662,0.001667027361690998,0.27947819232940674,0.48000210523605347
2500,2,0.13796131312847137,0.0010495310416445136,0.13863757252693176,0.0,0.0017440244555473328,0.0017513333586975932,0.28114378452301025,0.47903168201446533
2550,2,0.13736934959888458,0.0009384270524606109,0.13989147543907166,0.0,0.001668496523052454,0.0016703696455806494,0.28153812885284424,0.4822031259536743
2600,2,0.13562428951263428,0.0007958329515531659,0.13896796107292175,0.0,0.0015373595524579287,0.0015562772750854492,0.27848169207572937,0.47843459248542786
2650,2,0.13465125858783722,0.000911243783775717,0.1372217983007431,0.0,0.0015798514941707253,0.0016297736437991261,0.2759939134120941,0.4782807230949402
2700,2,0.14041142165660858,0.001010366715490818,0.1410529464483261,0.0,0.002001200569793582,0.0020147208124399185,0.28649067878723145,0.4867534637451172
2750,3,0.13286316394805908,0.0009493302786722779,0.13722379505634308,0.0,0.0016595914494246244,0.0016626971773803234,0.2743585705757141,0.48264044523239136
2800,3,0.13388748466968536,0.0010397902224212885,0.13514387607574463,0.0,0.0018257871270179749,0.0018575536087155342,0.2737544775009155,0.488091379404068
2850,3,0.13112272322177887,0.0009621007484383881,0.1372411996126175,0.0,0.0018409905023872852,0.001906801015138626,0.27307382225990295,0.4884940981864929
2900,3,0.13268518447875977,0.0008877580985426903,0.13733240962028503,0.0,0.0018548804800957441,0.0018546994542703032,0.27461493015289307,0.47903820872306824
2950,3,0.13072560727596283,0.0008939779945649207,0.1362798511981964,0.0,0.0017441334202885628,0.0018021150026470423,0.27144569158554077,0.4868667423725128
3000,3,0.13181014358997345,0.0009116034489125013,0.13723914325237274,0.0,0.001905531156808138,0.0019413058180361986,0.27380770444869995,0.48211246728897095
3050,3,0.1290511041879654,0.0007155375205911696,0.12898875772953033,0.0,0.0014600069262087345,0.0014591477811336517,0.26167455315589905,0.4770011901855469
3100,3,0.13005037605762482,0.0010058712214231491,0.1346394121646881,0.0,0.0017063081031665206,0.0017440291121602058,0.26914599537849426,0.4854787588119507
3150,3,0.13084183633327484,0.0009171064011752605,0.13091474771499634,0.0,0.0016961080254986882,0.0017156319227069616,0.2660854160785675,0.4863036870956421
3200,3,0.12755855917930603,0.0009005602914839983,0.13215966522693634,0.0,0.0018023895099759102,0.0018227947875857353,0.2642439901828766,0.48452654480934143
3250,3,0.12821438908576965,0.0011024747509509325,0.13097375631332397,0.0,0.001652482314966619,0.0016759908758103848,0.2636190950870514,0.48405301570892334
3300,3,0.1259033977985382,0.000759815564379096,0.12808726727962494,0.0,0.001605089521035552,0.001631730468943715,0.2579873204231262,0.4824458062648773
3350,3,0.1294632852077484,0.0007653853390365839,0.13034676015377045,0.0,0.001719954307191074,0.0017422034870833158,0.2640375792980194,0.4838751554489136
3400,3,0.12400694191455841,0.000814482569694519,0.12962239980697632,0.0,0.0016669328324496746,0.0017110141925513744,0.2578217685222626,0.4842953383922577
3450,3,0.1260298192501068,0.0007307320483960211,0.1280747950077057,0.0,0.0014984332956373692,0.0015200655907392502,0.2578538656234741,0.4799268841743469
3500,3,0.1222379207611084,0.0007981201633810997,0.12698526680469513,0.0,0.0015218305634334683,0.0015244571259245276,0.25306758284568787,0.47664910554885864
3550,3,0.12124913930892944,0.0007500455249100924,0.12747855484485626,0.0,0.0015827298630028963,0.0016018325695767999,0.2526623010635376,0.47906482219696045
3600,3,0.12415467202663422,0.0007126927957870066,0.1255325973033905,0.0,0.0014455822529271245,0.0014851331943646073,0.25333064794540405,0.4806675910949707
3650,3,0.11976894736289978,0.0007270514033734798,0.12108813226222992,0.0,0.0018827905878424644,0.001925520016811788,0.24539242684841156,0.48316633701324463
3700,3,0.12205258011817932,0.0007541429367847741,0.12735359370708466,0.0,0.001733975252136588,0.001757018151693046,0.25365129113197327,0.48205092549324036
3750,3,0.12375813722610474,0.0007650057086721063,0.12631352245807648,0.0,0.001524361316114664,0.0015179821057245135,0.25387901067733765,0.480566143989563
3800,3,0.12348303198814392,0.0007388085359707475,0.12352189421653748,0.0,0.001863888232037425,0.0019230262842029333,0.25153064727783203,0.48793667554855347
3850,3,0.12254147231578827,0.0006618386832997203,0.12403542548418045,0.0,0.0015449442435055971,0.001577429473400116,0.2503610849380493,0.4866880774497986
3900,3,0.12107651680707932,0.0007798814913257957,0.12184460461139679,0.0,0.0015711175510659814,0.0015968810766935349,0.2468690127134323,0.48080772161483765
3950,3,0.11630821228027344,0.0007496012840420008,0.11917364597320557,0.0,0.0015630848938599229,0.0015862316358834505,0.23938077688217163,0.4801481366157532
