probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3180,0.2251,0.2246,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0228,0.0162,0.0161,1.9173,1.5948,0.0000,0.9948,0.9949
mlp,0.0217,0.0155,0.0151,1.8319,1.5159,0.0000,0.9952,0.9955
