t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16263,0.51126,0.72801,0.01126,41.712
2,0.17903,0.52265,0.60687,0.02265,34.771
3,0.19666,0.53180,0.47910,0.03180,27.450
4,0.21409,0.53843,0.36324,0.03843,20.812
5,0.23519,0.54444,0.27778,0.04444,15.916
6,0.25626,0.54822,0.17717,0.04822,10.151
7,0.27805,0.54994,0.07888,0.04994,4.520
8,0.30010,0.55006,0.00571,0.05006,0.327
9,0.32242,0.54953,-0.02398,0.04953,-1.374
10,0.34448,0.54872,-0.03648,0.04872,-2.090
11,0.36696,0.54748,-0.05543,0.04748,-3.176
12,0.39030,0.54627,-0.05153,0.04627,-2.952
13,0.41350,0.54529,-0.04218,0.04529,-2.417
14,0.43612,0.54390,-0.06168,0.04390,-3.534
15,0.45940,0.54218,-0.07365,0.04218,-4.220
16,0.48317,0.54064,-0.06445,0.04064,-3.693
17,0.50629,0.53901,-0.07051,0.03901,-4.040
18,0.52956,0.53742,-0.06823,0.03742,-3.909
