t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16309,0.51166,0.72759,0.01166,41.688
2,0.17979,0.52327,0.60747,0.02327,34.806
3,0.19783,0.53263,0.47880,0.03263,27.433
4,0.21546,0.53927,0.36013,0.03927,20.634
5,0.23696,0.54519,0.26853,0.04519,15.386
6,0.25852,0.54877,0.16450,0.04877,9.425
7,0.28068,0.55040,0.07350,0.05040,4.211
8,0.30309,0.55036,-0.00164,0.05036,-0.094
9,0.32583,0.54962,-0.03258,0.04962,-1.867
10,0.34809,0.54863,-0.04434,0.04863,-2.540
11,0.37075,0.54706,-0.06928,0.04706,-3.970
12,0.39414,0.54564,-0.06073,0.04564,-3.480
13,0.41746,0.54459,-0.04477,0.04459,-2.565
14,0.44029,0.54313,-0.06388,0.04313,-3.660
15,0.46373,0.54150,-0.06933,0.04150,-3.972
16,0.48753,0.54010,-0.05888,0.04010,-3.374
17,0.51094,0.53850,-0.06831,0.03850,-3.914
18,0.53442,0.53707,-0.06075,0.03707,-3.481
