t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16014,0.50908,0.73017,0.00908,41.836
2,0.17423,0.51889,0.60839,0.01889,34.858
3,0.18903,0.52670,0.48581,0.02670,27.835
4,0.20411,0.53258,0.37173,0.03258,21.299
5,0.22288,0.53789,0.27530,0.03789,15.774
6,0.24152,0.54132,0.18201,0.04132,10.429
7,0.26113,0.54311,0.09143,0.04311,5.239
8,0.28110,0.54329,0.00872,0.04329,0.500
9,0.30164,0.54297,-0.01569,0.04297,-0.899
10,0.32116,0.54246,-0.02615,0.04246,-1.498
11,0.34091,0.54143,-0.05194,0.04143,-2.976
12,0.36210,0.54036,-0.05060,0.04036,-2.899
13,0.38303,0.53946,-0.04273,0.03946,-2.448
14,0.40334,0.53832,-0.05623,0.03832,-3.222
15,0.42486,0.53692,-0.06508,0.03692,-3.729
16,0.44680,0.53568,-0.05614,0.03568,-3.217
17,0.46793,0.53438,-0.06133,0.03438,-3.514
18,0.48942,0.53342,-0.04507,0.03342,-2.582
