t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16082,0.50956,0.72339,0.00956,41.447
2,0.17474,0.51927,0.60909,0.01927,34.899
3,0.18991,0.52732,0.48828,0.02732,27.977
4,0.20534,0.53358,0.38521,0.03358,22.071
5,0.22420,0.53919,0.28881,0.03919,16.548
6,0.24306,0.54300,0.19945,0.04300,11.427
7,0.26314,0.54526,0.11200,0.04526,6.417
8,0.28349,0.54592,0.03238,0.04592,1.855
9,0.30326,0.54586,-0.00289,0.04586,-0.166
10,0.32265,0.54544,-0.02154,0.04544,-1.234
11,0.34182,0.54456,-0.04589,0.04456,-2.629
12,0.36271,0.54358,-0.04670,0.04358,-2.675
13,0.38351,0.54257,-0.04854,0.04257,-2.781
14,0.40342,0.54111,-0.07334,0.04111,-4.202
15,0.42448,0.53916,-0.09227,0.03916,-5.287
16,0.44610,0.53733,-0.08471,0.03733,-4.853
17,0.46681,0.53539,-0.09337,0.03539,-5.350
18,0.48780,0.53367,-0.08185,0.03367,-4.690
