t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.16394,0.51218,0.71813,0.01218,41.146
2,0.18054,0.52347,0.59713,0.02347,34.213
3,0.19858,0.53307,0.48909,0.03307,28.023
4,0.21657,0.54044,0.38880,0.04044,22.277
5,0.23741,0.54714,0.31095,0.04714,17.816
6,0.25852,0.55202,0.22740,0.05202,13.029
7,0.28077,0.55541,0.15102,0.05541,8.653
8,0.30326,0.55732,0.08498,0.05732,4.869
9,0.32517,0.55845,0.05166,0.05845,2.960
10,0.34707,0.55924,0.03572,0.05924,2.047
11,0.36892,0.55919,-0.00233,0.05919,-0.133
12,0.39189,0.55914,-0.00221,0.05914,-0.126
13,0.41444,0.55892,-0.00940,0.05892,-0.538
14,0.43677,0.55786,-0.04769,0.05786,-2.732
15,0.45982,0.55617,-0.07323,0.05617,-4.196
16,0.48291,0.55466,-0.06499,0.05466,-3.723
17,0.50539,0.55299,-0.07454,0.05299,-4.271
18,0.52827,0.55128,-0.07451,0.05128,-4.269
