t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.15963,0.50856,0.72653,0.00856,41.627
2,0.17216,0.51728,0.60826,0.01728,34.851
3,0.18610,0.52471,0.48923,0.02471,28.031
4,0.20055,0.53061,0.38777,0.03061,22.218
5,0.21829,0.53592,0.29096,0.03592,16.671
6,0.23651,0.53949,0.19335,0.03949,11.078
7,0.25543,0.54155,0.10872,0.04155,6.229
8,0.27490,0.54212,0.02923,0.04212,1.675
9,0.29357,0.54195,-0.00893,0.04195,-0.512
10,0.31185,0.54132,-0.03462,0.04132,-1.984
11,0.32969,0.54023,-0.06134,0.04023,-3.514
12,0.34898,0.53898,-0.06457,0.03898,-3.699
13,0.36842,0.53765,-0.06844,0.03765,-3.921
14,0.38694,0.53590,-0.09398,0.03590,-5.385
15,0.40661,0.53377,-0.10806,0.03377,-6.191
16,0.42715,0.53175,-0.09774,0.03175,-5.600
17,0.44674,0.52988,-0.09552,0.02988,-5.473
18,0.46651,0.52820,-0.08464,0.02820,-4.850
