step,epoch,pred,sigreg,anchor,anchor_pred,total,latent_std
50,1,0.09794190526008606,6.726932525634766,0.2107406109571457,0.19611592590808868,0.5384330749511719,0.9367747902870178
100,1,0.07162085920572281,5.123424053192139,0.10606838762760162,0.08805135637521744,0.29135772585868835,0.9658933281898499
150,1,0.05901652202010155,5.053008079528809,0.09431064128875732,0.07711430639028549,0.2557065188884735,0.9717034101486206
200,1,0.04787372797727585,5.040021896362305,0.08797124773263931,0.06419842690229416,0.22524350881576538,0.970899224281311
250,1,0.06186702847480774,5.126015663146973,0.08485759794712067,0.06963245570659637,0.2419871687889099,0.9594038724899292
300,1,0.04930863529443741,5.506078720092773,0.07883517444133759,0.05611283704638481,0.21178704500198364,0.9607945680618286
350,1,0.06496168673038483,4.318822860717773,0.07479404658079147,0.052867185324430466,0.21421703696250916,0.9578754901885986
400,1,0.045411378145217896,4.670651435852051,0.05478019267320633,0.03845097869634628,0.1619957983493805,0.9612962007522583
450,1,0.05207975208759308,4.724678039550781,0.050775010138750076,0.03253870829939842,0.15901686251163483,0.96399986743927
500,1,0.04426082968711853,4.486142158508301,0.05211379751563072,0.034549277275800705,0.15335461497306824,0.9665125608444214
550,2,0.03692911937832832,4.486283779144287,0.05991365388035774,0.040267668664455414,0.15954186022281647,0.9711003303527832
600,2,0.048930373042821884,4.892375469207764,0.04629596695303917,0.03376426547765732,0.15345248579978943,0.9700023531913757
650,2,0.054758623242378235,4.939539909362793,0.03676943480968475,0.022947102785110474,0.13917285203933716,0.9648663997650146
700,2,0.046068642288446426,4.335716247558594,0.04008939117193222,0.028441382572054863,0.13627800345420837,0.9704782962799072
750,2,0.03307328373193741,4.114589691162109,0.04203980788588524,0.024966677650809288,0.1206527128815651,0.974079966545105
800,2,0.05709207430481911,3.8396058082580566,0.04010885953903198,0.027147887274622917,0.14354684948921204,0.969568133354187
850,2,0.054809682071208954,4.13510799407959,0.051812149584293365,0.03607073053717613,0.1633681058883667,0.9740465879440308
900,2,0.024743806570768356,3.913259983062744,0.0389568917453289,0.025521326810121536,0.10878832638263702,0.9775538444519043
950,2,0.03258451074361801,4.39600133895874,0.03919588401913643,0.023770464584231377,0.11753086745738983,0.9725356698036194
1000,2,0.04512721300125122,4.043035507202148,0.03383830934762955,0.018730195239186287,0.11791089177131653,0.9672338366508484
1050,3,0.05132110416889191,3.614370346069336,0.03588386997580528,0.02246011607348919,0.12773694097995758,0.9749057292938232
1100,3,0.04510967433452606,3.7878851890563965,0.04754791036248207,0.02749137580394745,0.13908839225769043,0.9738961458206177
1150,3,0.03666439652442932,4.405569076538086,0.040296558290719986,0.02554079331457615,0.12452959269285202,0.9731845855712891
1200,3,0.03993396833539009,3.6875522136688232,0.03962891921401024,0.023102086037397385,0.12110273540019989,0.974664568901062
1250,3,0.055893391370773315,4.099274635314941,0.039256054908037186,0.025828231126070023,0.14147403836250305,0.9776166081428528
1300,3,0.05687137693166733,3.628260612487793,0.04491014406085014,0.026714224368333817,0.14663705229759216,0.9797307848930359
1350,3,0.06138290464878082,3.6695919036865234,0.03660128638148308,0.0227451603859663,0.1390773057937622,0.977179229259491
1400,3,0.04484867304563522,3.8663558959960938,0.03191334009170532,0.02142876759171486,0.11752255260944366,0.9774270057678223
1450,3,0.055823758244514465,4.234131336212158,0.04783330112695694,0.02878338098526001,0.15361109375953674,0.9768709540367126
1500,3,0.05343896523118019,3.914882183074951,0.03710440546274185,0.022998856380581856,0.13311663269996643,0.9726759195327759
1550,4,0.06727614998817444,4.290740013122559,0.04394792392849922,0.02498508058488369,0.15766285359859467,0.9750356078147888
1600,4,0.027524389326572418,4.10194206237793,0.040906358510255814,0.024790121242403984,0.11373057961463928,0.9777696132659912
1650,4,0.04008423537015915,3.790703773498535,0.03755912557244301,0.020945308730006218,0.11754218488931656,0.9767287969589233
1700,4,0.04627082124352455,3.743741989135742,0.02639702335000038,0.015441733412444592,0.10682828724384308,0.9763312339782715
1750,4,0.046625249087810516,3.836432456970215,0.03465742617845535,0.023302791640162468,0.12376762926578522,0.9775696992874146
1800,4,0.03790952265262604,3.536895275115967,0.0371425598859787,0.024039244279265404,0.11677580326795578,0.9798629879951477
1850,4,0.060726117342710495,2.9916467666625977,0.03173365071415901,0.022295990958809853,0.1297139972448349,0.9803650379180908
1900,4,0.06837543100118637,3.403815269470215,0.037616435438394547,0.02423246018588543,0.1472434103488922,0.9816047549247742
1950,4,0.048305362462997437,3.512632369995117,0.03431900963187218,0.018225524574518204,0.1184130609035492,0.9818971157073975
2000,4,0.03750615939497948,3.5650243759155273,0.03936987742781639,0.025035833939909935,0.11973699182271957,0.9841443300247192
2050,5,0.043912503868341446,3.640808582305908,0.03991664573550224,0.022968443110585213,0.12500163912773132,0.9823666214942932
2100,5,0.058409154415130615,3.331808567047119,0.03105902671813965,0.01952810026705265,0.12565532326698303,0.9784462451934814
2150,5,0.04877815768122673,3.5236785411834717,0.028610801324248314,0.01816178672015667,0.11316913366317749,0.9829638004302979
2200,5,0.04713985696434975,3.781937599182129,0.0386463925242424,0.02222144417464733,0.12691739201545715,0.9846131801605225
2250,5,0.035758182406425476,3.700615882873535,0.04254835098981857,0.02305724285542965,0.11986685544252396,0.9862173795700073
2300,5,0.053414665162563324,3.5631322860717773,0.04292532429099083,0.025865783914923668,0.1400214284658432,0.9809876084327698
2350,5,0.043585315346717834,3.916170597076416,0.03881361335515976,0.022959893569350243,0.1249396800994873,0.9810357689857483
2400,5,0.03525909036397934,3.741764783859253,0.03829682618379593,0.025931820273399353,0.11819656193256378,0.9792659282684326
2450,5,0.029541945084929466,3.439103841781616,0.02977324090898037,0.021086912602186203,0.09759761393070221,0.9827888607978821
2500,5,0.037498924881219864,3.5739760398864746,0.03394579887390137,0.022157568484544754,0.11147217452526093,0.983306348323822
2550,6,0.03774319589138031,3.5996344089508057,0.029785847291350365,0.0208880677819252,0.1064152866601944,0.9826691150665283
2600,6,0.0346694253385067,3.704646348953247,0.027642104774713516,0.014919139444828033,0.09575390070676804,0.9834899306297302
2650,6,0.030724691227078438,3.3593783378601074,0.027036571875214577,0.017038051038980484,0.09159620851278305,0.983826756477356
2700,6,0.0341632142663002,3.297210454940796,0.029595157131552696,0.016211941838264465,0.0964563637971878,0.9838519096374512
2750,6,0.032117243856191635,3.333245277404785,0.02459716796875,0.013457546010613441,0.08683818578720093,0.9837844967842102
2800,6,0.03160411864519119,3.2915849685668945,0.027904225513339043,0.017056776210665703,0.09302304685115814,0.984207808971405
2850,6,0.02897849678993225,3.4548258781433105,0.027646774426102638,0.014094692654907703,0.08799409121274948,0.9843730330467224
2900,6,0.028821438550949097,3.53439998626709,0.02474519982933998,0.0208763275295496,0.09211497008800507,0.9832625389099121
2950,6,0.029475726187229156,3.2894983291625977,0.03433007001876831,0.02729354240000248,0.10754682868719101,0.9818585515022278
3000,6,0.02981063537299633,3.2497801780700684,0.03208832070231438,0.020752057433128357,0.09889991581439972,0.9814688563346863
3050,7,0.023932358250021935,3.0495471954345703,0.02207842469215393,0.010968129150569439,0.0722266435623169,0.9828152656555176
3100,7,0.03235691785812378,3.1318249702453613,0.02126145362854004,0.01101007591933012,0.08028757572174072,0.981423020362854
3150,7,0.04025544226169586,3.2203009128570557,0.02619515173137188,0.016706939786672592,0.09925903379917145,0.9809242486953735
3200,7,0.032865703105926514,3.3181955814361572,0.030559619888663292,0.020417815074324608,0.10043410956859589,0.9839364290237427
3250,7,0.027638444676995277,3.098982572555542,0.02414798177778721,0.014415082521736622,0.08169642090797424,0.9764254093170166
3300,7,0.031190818175673485,3.0005886554718018,0.022650182247161865,0.016239339485764503,0.08508327603340149,0.9727233648300171
3350,7,0.02896977961063385,3.1600165367126465,0.02383544109761715,0.01479436457157135,0.08339966833591461,0.9739847183227539
3400,7,0.029663264751434326,2.9851274490356445,0.027301156893372536,0.01726462133228779,0.0891546756029129,0.9754157066345215
3450,7,0.03023543395102024,3.0405569076538086,0.03176571801304817,0.0190754272043705,0.09627936780452728,0.9772971868515015
3500,7,0.038495589047670364,3.0791826248168945,0.026700450107455254,0.018885819241404533,0.09947776794433594,0.9780839681625366
3550,8,0.03618834912776947,3.400998115539551,0.033476464450359344,0.0198808666318655,0.1065506711602211,0.9826195240020752
3600,8,0.038593411445617676,3.5118045806884766,0.03277173638343811,0.018540918827056885,0.10746508836746216,0.9779186248779297
3650,8,0.03620840609073639,3.4106874465942383,0.032407812774181366,0.02227935567498207,0.10794901102781296,0.9746490120887756
