step,epoch,recon,dyn,pred_recon,var,anchor,anchor_pred,total,latent_std
50,1,0.6456841230392456,0.006604693830013275,0.6488884687423706,0.017454978078603745,1.0081075429916382,0.9509946703910828,3.2777342796325684,0.2730357348918915
100,1,0.4523778557777405,0.013229302130639553,0.4385504722595215,0.017324408516287804,0.8469204306602478,0.7506930232048035,2.5190954208374023,0.34086665511131287
150,1,0.44980740547180176,0.02400451898574829,0.4505752921104431,0.013421989046037197,0.5254800915718079,0.49215370416641235,1.955443024635315,0.3781154751777649
200,1,0.39419931173324585,0.008559112437069416,0.39325931668281555,0.010703280568122864,0.11045973747968674,0.1568894386291504,1.0740702152252197,0.3790002763271332
250,1,0.32804420590400696,0.004305392038077116,0.33311524987220764,0.01030066516250372,0.08604403585195541,0.0725722461938858,0.8343818187713623,0.38162413239479065
300,1,0.30365392565727234,0.00398604990914464,0.3088849186897278,0.010191774927079678,0.08088244497776031,0.049701642245054245,0.757300853729248,0.3813950717449188
350,1,0.2851628065109253,0.00332239200361073,0.28597182035446167,0.009423209354281425,0.08273588120937347,0.05415913090109825,0.7207752466201782,0.38211843371391296
400,1,0.27923762798309326,0.0030651073902845383,0.2856763005256653,0.009834513068199158,0.07727253437042236,0.04584888741374016,0.7009350061416626,0.3780922591686249
450,1,0.25356826186180115,0.0029982710257172585,0.2540442645549774,0.00899229384958744,0.05123914033174515,0.053220029920339584,0.6240622997283936,0.3795578181743622
500,1,0.25197115540504456,0.0028791329823434353,0.25682711601257324,0.008718554861843586,0.06469888240098953,0.052921511232852936,0.6380163431167603,0.3823549747467041
550,2,0.24401946365833282,0.002596162026748061,0.24164682626724243,0.008868283592164516,0.04780016466975212,0.06311818212270737,0.6080490350723267,0.3795984089374542
600,2,0.23081161081790924,0.0020755149889737368,0.2321728765964508,0.008560879155993462,0.0486174002289772,0.04350360110402107,0.5657418966293335,0.3812784254550934
650,2,0.22534552216529846,0.0019066756358370185,0.22960993647575378,0.008930176496505737,0.05652136355638504,0.03224043548107147,0.5545541048049927,0.381126344203949
700,2,0.2274465262889862,0.002154850633814931,0.22473564743995667,0.009027273394167423,0.047993771731853485,0.041369207203388214,0.5527272820472717,0.3810766637325287
750,2,0.20456941425800323,0.0019302575383335352,0.20585784316062927,0.009137192741036415,0.03994378075003624,0.04552451893687248,0.5069630146026611,0.3749980628490448
800,2,0.2028852254152298,0.0018358540255576372,0.20431837439537048,0.009049500338733196,0.04674225300550461,0.041768718510866165,0.5065999031066895,0.3776925206184387
850,2,0.19351555407047272,0.002013636054471135,0.19674420356750488,0.008922118693590164,0.03591591864824295,0.0483589768409729,0.48547041416168213,0.37486574053764343
900,2,0.20270930230617523,0.001755945268087089,0.20148450136184692,0.007853071205317974,0.04139333590865135,0.03887674957513809,0.49407288432121277,0.381945937871933
950,2,0.19363097846508026,0.0017272081458941102,0.19344821572303772,0.007670650724321604,0.03319135308265686,0.05477103218436241,0.4844394326210022,0.3818049430847168
1000,2,0.18546812236309052,0.0019001044565811753,0.18710549175739288,0.007776275277137756,0.034699179232120514,0.04108404740691185,0.4580332338809967,0.38183286786079407
1050,3,0.18203772604465485,0.0017358362674713135,0.18229956924915314,0.00839957408607006,0.03075488843023777,0.04596937820315361,0.45119696855545044,0.37883231043815613
1100,3,0.18051961064338684,0.001584601472131908,0.18192718923091888,0.00880388356745243,0.036475952714681625,0.02825738862156868,0.4375686049461365,0.3788493573665619
1150,3,0.17546968162059784,0.001600653282366693,0.17861586809158325,0.008382531814277172,0.04946228116750717,0.02754068933427334,0.44107168912887573,0.3808610141277313
1200,3,0.1751287281513214,0.0015966702485457063,0.17369511723518372,0.007818139158189297,0.033584024757146835,0.03875618427991867,0.43057888746261597,0.38067328929901123
1250,3,0.1669897437095642,0.001510689384303987,0.16971132159233093,0.008651907555758953,0.04641822725534439,0.029435068368911743,0.42271697521209717,0.3769398331642151
1300,3,0.1639915406703949,0.0015910984948277473,0.16661705076694489,0.007698950357735157,0.0326322503387928,0.04461805894970894,0.4171489477157593,0.37891122698783875
1350,3,0.16376136243343353,0.0016262701246887445,0.16627267003059387,0.008370249532163143,0.03710059076547623,0.03986934944987297,0.4170004725456238,0.3724118173122406
1400,3,0.16463568806648254,0.0014393019955605268,0.16488829255104065,0.008184843696653843,0.04196568951010704,0.023385291919112206,0.4044991135597229,0.3773193955421448
1450,3,0.16405929625034332,0.0013486113166436553,0.16240328550338745,0.008865170180797577,0.034624744206666946,0.026701683178544044,0.3980028033256531,0.3785736560821533
1500,3,0.16312247514724731,0.0015881269937381148,0.160256028175354,0.00826969463378191,0.026805801317095757,0.046595554798841476,0.40663766860961914,0.3807699382305145
1550,4,0.15881574153900146,0.0012267230777069926,0.16031156480312347,0.008206781931221485,0.03868013620376587,0.02847670018672943,0.39571768045425415,0.37775367498397827
1600,4,0.15470576286315918,0.00137424620334059,0.15869995951652527,0.008344357833266258,0.052239030599594116,0.021089231595396996,0.39645257592201233,0.3763173520565033
1650,4,0.15739865601062775,0.0011954657966271043,0.1577058732509613,0.008043347857892513,0.039241887629032135,0.024929245933890343,0.3885144591331482,0.38061806559562683
1700,4,0.15937265753746033,0.0011843661777675152,0.16222065687179565,0.00819518230855465,0.038332920521497726,0.0254526324570179,0.3947584331035614,0.380157470703125
1750,4,0.15632624924182892,0.0012211697176098824,0.15677842497825623,0.008670944720506668,0.036254964768886566,0.028990089893341064,0.38824185729026794,0.37904271483421326
1800,4,0.15302905440330505,0.0011213170364499092,0.15336397290229797,0.007591676898300648,0.02728402614593506,0.04329902306199074,0.38568904995918274,0.3803267776966095
1850,4,0.15154828131198883,0.0012724712723866105,0.15255272388458252,0.0087190642952919,0.03216240182518959,0.03536762297153473,0.3816225528717041,0.3792259097099304
1900,4,0.15203100442886353,0.001147598261013627,0.1523219645023346,0.007130208890885115,0.032418522983789444,0.03117002360522747,0.37621933221817017,0.3770774304866791
1950,4,0.15519043803215027,0.0011222263565286994,0.15396475791931152,0.00858746562153101,0.038079533725976944,0.025956589728593826,0.38290101289749146,0.3806571066379547
