step,epoch,pred,pred_block,pred_free,sigreg,l1,anchor,anchor_pred,total,latent_std
50,1,0.07141701132059097,0.010689283721148968,0.06072773039340973,5.422540664672852,0.04955792427062988,0.9825769662857056,0.8189893960952759,1.9001456499099731,0.9591773748397827
100,1,0.12541481852531433,0.05327082425355911,0.07214398682117462,5.157070159912109,0.050624433904886246,0.7171031832695007,0.5871384739875793,1.4554924964904785,0.953087329864502
150,1,0.10631139576435089,0.016346773132681847,0.0899646207690239,3.5123040676116943,0.05008117854595184,0.15707440674304962,0.10540805011987686,0.38640546798706055,0.9742969274520874
200,1,0.0811598151922226,0.008089512586593628,0.07307030260562897,2.8439130783081055,0.049324408173561096,0.1300598680973053,0.07799966633319855,0.30348825454711914,0.9744597673416138
250,1,0.08287838101387024,0.005790324416011572,0.07708805799484253,2.6573760509490967,0.0487363338470459,0.09659957140684128,0.0667598769068718,0.25957345962524414,0.9839473962783813
300,1,0.07445774972438812,0.003316575428470969,0.07114117592573166,2.3146955966949463,0.048514194786548615,0.05684368684887886,0.03488593548536301,0.17780935764312744,0.9859915971755981
350,1,0.06845814734697342,0.002982187084853649,0.0654759630560875,2.523071527481079,0.04846958443522453,0.05840061977505684,0.03352166712284088,0.17304426431655884,0.9890822172164917
400,1,0.07540285587310791,0.0030249005649238825,0.07237795740365982,2.2573354244232178,0.04819497466087341,0.059021081775426865,0.031171370297670364,0.17693018913269043,0.986372709274292
450,1,0.06414753943681717,0.002534417435526848,0.06161312013864517,2.401059627532959,0.048047129064798355,0.0563063807785511,0.03130471706390381,0.16381198167800903,0.985416054725647
500,1,0.06089792400598526,0.0026021827943623066,0.05829574167728424,2.3861098289489746,0.04792969673871994,0.049927968531847,0.028838632628321648,0.15164300799369812,0.9824756383895874
550,2,0.05641356110572815,0.002693816786631942,0.053719744086265564,2.1871025562286377,0.04777321219444275,0.047131579369306564,0.026752961799502373,0.141281396150589,0.9815386533737183
600,2,0.05528990924358368,0.002413693815469742,0.05287621542811394,2.335010528564453,0.04754544794559479,0.041992273181676865,0.02737886644899845,0.13638365268707275,0.9815640449523926
650,2,0.05796119198203087,0.0023666240740567446,0.05559456720948219,2.200284719467163,0.047450244426727295,0.039655424654483795,0.02295547164976597,0.13162097334861755,0.9786202907562256
700,2,0.05451042577624321,0.002612215233966708,0.05189821124076843,2.1833503246307373,0.047356076538562775,0.05068677291274071,0.03035983443260193,0.14652115106582642,0.9794548749923706
750,2,0.04997134581208229,0.0026365758385509253,0.04733477160334587,2.280851364135742,0.04731680452823639,0.03245744854211807,0.020615005865693092,0.11449537426233292,0.9800523519515991
800,2,0.047494444996118546,0.0017228092765435576,0.04577163606882095,2.1526527404785156,0.047210440039634705,0.03221724182367325,0.02156241051852703,0.11208456754684448,0.9779518842697144
850,2,0.048961006104946136,0.0020872754976153374,0.046873729676008224,2.25701642036438,0.047219838947057724,0.030344141647219658,0.018449535593390465,0.10908698290586472,0.9785152077674866
900,2,0.04769884794950485,0.002141407458111644,0.04555743932723999,2.3019542694091797,0.04722123220562935,0.030815619975328445,0.020168064162135124,0.11023952066898346,0.9771860837936401
950,2,0.04886160418391228,0.0018369397148489952,0.04702466353774071,2.0478997230529785,0.047247014939785004,0.02745567075908184,0.016799604520201683,0.10340362787246704,0.9786890149116516
1000,2,0.04470052942633629,0.0018951342208310962,0.042805396020412445,2.0659542083740234,0.047229159623384476,0.030185407027602196,0.016491880640387535,0.1017548143863678,0.9781643748283386
1050,3,0.0436847098171711,0.0015189447440207005,0.042165763676166534,2.053966760635376,0.047185979783535004,0.02902872860431671,0.0184022244066,0.1014326810836792,0.9774173498153687
1100,3,0.04431740939617157,0.0014143837615847588,0.042903024703264236,2.244311809539795,0.04725448042154312,0.025486020371317863,0.014431203715503216,0.09550344944000244,0.9776479005813599
1150,3,0.044350918382406235,0.0016047736862674356,0.04274614527821541,2.0568296909332275,0.04723025858402252,0.025486484169960022,0.015437490306794643,0.09560626745223999,0.97674560546875
1200,3,0.04264521226286888,0.0015736097702756524,0.04107160121202469,1.919415831565857,0.047235600650310516,0.027707522734999657,0.017560062929987907,0.09755711257457733,0.9760630130767822
1250,3,0.04287089407444,0.0014910395257174969,0.04137985408306122,2.1436522006988525,0.04721708595752716,0.02375601790845394,0.014175305142998695,0.09156769514083862,0.9765341877937317
1300,3,0.04221278801560402,0.0013815256534144282,0.04083126410841942,2.0619730949401855,0.04726496711373329,0.027270494028925896,0.02073405496776104,0.10057446360588074,0.9766397476196289
1350,3,0.04192385822534561,0.0013550053117796779,0.04056885465979576,2.0637359619140625,0.04733668267726898,0.019754888489842415,0.013291075825691223,0.08533583581447601,0.9761403203010559
1400,3,0.03892681747674942,0.0011093274224549532,0.037817489355802536,2.2600646018981934,0.04728459566831589,0.02256416156888008,0.01572834514081478,0.08856692910194397,0.9758930206298828
1450,3,0.04080699384212494,0.0013287387555465102,0.039478253573179245,1.9683036804199219,0.04731370508670807,0.029581665992736816,0.0168658047914505,0.09714329242706299,0.9751824736595154
1500,3,0.03956552594900131,0.0012509747175499797,0.03831455111503601,2.027184247970581,0.04737858846783638,0.025305194780230522,0.016453245654702187,0.09150726348161697,0.9757031798362732
1550,4,0.03808584064245224,0.0012014092644676566,0.036884430795907974,1.9171624183654785,0.04739876464009285,0.02210341766476631,0.013986495323479176,0.08380896598100662,0.9764811992645264
1600,4,0.036708932369947433,0.0010549500584602356,0.0356539823114872,1.9417680501937866,0.04752226546406746,0.020099621266126633,0.012384026311337948,0.07894894480705261,0.976397693157196
1650,4,0.041033707559108734,0.003987764474004507,0.03704594448208809,1.860987901687622,0.04750083386898041,0.02998611330986023,0.019179662689566612,0.09955193102359772,0.9751232862472534
1700,4,0.036922261118888855,0.0011441577225923538,0.03577810525894165,2.084862470626831,0.04753730446100235,0.019889870658516884,0.010864314623177052,0.07814829796552658,0.9760108590126038
1750,4,0.03857516497373581,0.0011790598509833217,0.037396106868982315,1.9395771026611328,0.04749438166618347,0.022495506331324577,0.013429611921310425,0.08424566686153412,0.9752999544143677
1800,4,0.03891468048095703,0.0012195025337859988,0.037695176899433136,2.041569948196411,0.04755926877260208,0.02171645499765873,0.012756544165313244,0.08364309370517731,0.9749072790145874
1850,4,0.03611158952116966,0.0009460832225158811,0.03516550734639168,2.0482091903686523,0.04754068702459335,0.021639464423060417,0.012392641976475716,0.08043228089809418,0.9742714762687683
1900,4,0.037485234439373016,0.0010181425604969263,0.036467090249061584,1.9089521169662476,0.04754750058054924,0.019963128492236137,0.010859699919819832,0.07790036499500275,0.9756342172622681
1950,4,0.03732990100979805,0.0010915868915617466,0.03623831272125244,1.9526770114898682,0.04754893481731415,0.024402126669883728,0.012229474261403084,0.0837724357843399,0.9751029014587402
2000,4,0.03586012125015259,0.0011650081723928452,0.03469511494040489,1.848941445350647,0.04754059016704559,0.019478464499115944,0.011562508530914783,0.07619334757328033,0.9748893976211548
2050,5,0.03704084828495979,0.0007912180735729635,0.03624963015317917,1.9891732931137085,0.04759224131703377,0.02094896137714386,0.011356061324477196,0.07933932542800903,0.9749734401702881
2100,5,0.03280769661068916,0.0008423441904596984,0.03196535259485245,2.0018911361694336,0.04758099466562271,0.02034124732017517,0.010550575330853462,0.07375655323266983,0.9744687676429749
2150,5,0.03723950311541557,0.0009935003472492099,0.03624600172042847,1.9700582027435303,0.04758067801594734,0.02319536916911602,0.014813167043030262,0.08514590561389923,0.9750242829322815
2200,5,0.03597459942102432,0.000991887180134654,0.03498271107673645,1.9744372367858887,0.047601502388715744,0.020845191553235054,0.011949717998504639,0.07868929207324982,0.9744030833244324
2250,5,0.034870509058237076,0.0009238353231921792,0.033946674317121506,1.9414613246917725,0.04756917804479599,0.024254467338323593,0.016480207443237305,0.08536005765199661,0.974452018737793
2300,5,0.03520580381155014,0.0008239563903771341,0.03438184782862663,2.0516674518585205,0.04754875600337982,0.022722795605659485,0.012833845801651478,0.08106833696365356,0.9747430086135864
2350,5,0.032860737293958664,0.0009394900989718735,0.03192124888300896,1.9360883235931396,0.0475231297314167,0.01776847243309021,0.009757069870829582,0.07011424750089645,0.9740641117095947
2400,5,0.0346752367913723,0.0008846521377563477,0.03379058465361595,1.8378195762634277,0.04752660170197487,0.017293212935328484,0.010385165922343731,0.07159023731946945,0.9733166694641113
