step,epoch,pred,sigreg,anchor,anchor_pred,total,latent_std
50,1,0.020058859139680862,8.252809524536133,0.44351550936698914,0.4477059245109558,0.9525443315505981,0.9466322660446167
100,1,0.046439528465270996,7.614452838897705,0.2603287398815155,0.24993029236793518,0.5947707891464233,0.8626936674118042
150,1,0.08274411410093307,5.453164577484131,0.16806961596012115,0.07828205823898315,0.35636162757873535,0.9032086133956909
200,1,0.051803793758153915,4.577538967132568,0.0859965905547142,0.043249573558568954,0.20393764972686768,0.9385796785354614
250,1,0.03698067367076874,3.4589450359344482,0.03798788785934448,0.030928833410143852,0.12319212406873703,0.9689264297485352
300,1,0.030145874246954918,3.5744149684906006,0.03619328513741493,0.027165614068508148,0.11137685179710388,0.9743757247924805
350,1,0.05234666168689728,3.597419261932373,0.04009431600570679,0.03581967204809189,0.1462477445602417,0.9751567840576172
400,1,0.02939845249056816,3.3708364963531494,0.024202793836593628,0.019064616411924362,0.08952004462480545,0.9920256733894348
450,1,0.03706464171409607,3.890535831451416,0.02372409775853157,0.020802786573767662,0.101044200360775,0.9828421473503113
500,1,0.03380824252963066,3.172750949859619,0.03700016066431999,0.032292578369379044,0.11896473169326782,0.9908775091171265
550,1,0.04369587451219559,3.7762908935546875,0.023826897144317627,0.015507936477661133,0.10191216319799423,0.9718395471572876
600,1,0.03281329944729805,3.3496811389923096,0.02483339048922062,0.018762480467557907,0.0931575745344162,0.9896916151046753
650,1,0.03889710456132889,3.4151625633239746,0.022616587579250336,0.02081776224076748,0.09940727055072784,0.9900906085968018
700,1,0.043675489723682404,3.8771920204162598,0.02762223780155182,0.02092425897717476,0.11160793900489807,0.9784717559814453
750,1,0.03799677640199661,3.4979772567749023,0.023090383037924767,0.016776742413640022,0.09535378962755203,0.9774464964866638
800,1,0.03193244710564613,3.4899485111236572,0.020894600078463554,0.016934413462877274,0.08721119910478592,0.9839616417884827
850,1,0.03946273773908615,3.227252721786499,0.01853404939174652,0.01466199941933155,0.08879505097866058,0.984499990940094
900,1,0.03482227772474289,3.1642284393310547,0.020745493471622467,0.014149518683552742,0.08553843200206757,0.9821873307228088
950,1,0.026191893965005875,3.2789690494537354,0.021335868164896965,0.018170636147260666,0.0820932388305664,0.9973168969154358
1000,1,0.044227518141269684,3.3983240127563477,0.016914058476686478,0.01637265831232071,0.09450585395097733,0.985722541809082
1050,1,0.027440479025244713,3.1430938243865967,0.013863272964954376,0.011385934427380562,0.0684051513671875,0.9977141618728638
1100,1,0.04014257714152336,3.1677231788635254,0.01743227429687977,0.012519021518528461,0.08593249320983887,0.987419843673706
1150,1,0.03123055398464203,3.0093443393707275,0.02064703404903412,0.015653595328330994,0.0825779065489769,0.9944313168525696
1200,1,0.03260941803455353,3.12255859375,0.016456039622426033,0.012385781854391098,0.07706402987241745,0.995520830154419
1250,1,0.038407690823078156,3.2091267108917236,0.017240703105926514,0.010472003370523453,0.08216603100299835,0.9860642552375793
1300,1,0.032037749886512756,2.869626045227051,0.016268571838736534,0.012626582756638527,0.0752810388803482,0.9924594759941101
1350,1,0.046756960451602936,3.555539131164551,0.021476706489920616,0.016014564782381058,0.10202592611312866,0.9895104169845581
1400,1,0.0283462256193161,2.892174243927002,0.024663735181093216,0.018643319606781006,0.08611415326595306,0.9954606294631958
1450,1,0.040376096963882446,2.8286056518554688,0.011941544711589813,0.010837174952030182,0.07729784399271011,0.9870635271072388
1500,1,0.025107072666287422,2.974849224090576,0.016802800819277763,0.01331317238509655,0.07009729743003845,0.9944612979888916
1550,1,0.039677076041698456,2.8853821754455566,0.01855580508708954,0.013078797608613968,0.08573858439922333,0.9841703772544861
1600,1,0.025126535445451736,2.811309814453125,0.014276934787631035,0.011022585444152355,0.06448259949684143,0.9935274124145508
1650,1,0.05061425268650055,2.8590149879455566,0.0237220898270607,0.018681293353438377,0.10731270909309387,0.9817901849746704
1700,1,0.02343292348086834,2.7628536224365234,0.015481522306799889,0.013197860680520535,0.06592657417058945,0.9910794496536255
1750,1,0.03074004128575325,2.7637367248535156,0.022761888802051544,0.018490441143512726,0.0858110561966896,0.9888386130332947
1800,1,0.027653781697154045,3.032874584197998,0.019573748111724854,0.01763564720749855,0.08002755045890808,0.9872373342514038
1850,1,0.023748207837343216,2.9225101470947266,0.015162625350058079,0.010926825925707817,0.0644502118229866,0.9898222088813782
1900,1,0.021084008738398552,2.8407211303710938,0.012332390993833542,0.011806163936853409,0.05942616984248161,0.9922854900360107
1950,1,0.032936181873083115,2.844444990158081,0.014784513972699642,0.011796398088335991,0.07373932003974915,0.9845669269561768
2000,1,0.027506273239850998,2.6105704307556152,0.015191265381872654,0.01033245399594307,0.06608284264802933,0.9899468421936035
2050,1,0.02804744616150856,2.8486928939819336,0.014478135854005814,0.008856949396431446,0.06562599539756775,0.9910479187965393
2100,1,0.026612121611833572,2.7145824432373047,0.022181838750839233,0.01674046739935875,0.07910734415054321,0.992065966129303
2150,1,0.023107318207621574,2.4972574710845947,0.013533273711800575,0.00878587830811739,0.057912759482860565,0.9893176555633545
2200,1,0.027767667546868324,2.676344871520996,0.01940741017460823,0.013776196166872978,0.07433299720287323,0.9890264272689819
2250,1,0.023808546364307404,2.5835485458374023,0.012875914573669434,0.011201085522770882,0.060803286731243134,0.9916098713874817
2300,2,0.026282809674739838,2.5791468620300293,0.012829591520130634,0.010189732536673546,0.06219786778092384,0.9874893426895142
2350,2,0.03785423934459686,2.6244499683380127,0.016446631401777267,0.01353936642408371,0.08096248656511307,0.9822927713394165
2400,2,0.02468995749950409,2.534816265106201,0.01326029747724533,0.010325223207473755,0.06094956025481224,0.9896681308746338
2450,2,0.025211364030838013,2.6219990253448486,0.011312032118439674,0.008179258555173874,0.0578126534819603,0.9889881014823914
2500,2,0.035600654780864716,2.568638563156128,0.019487155601382256,0.013738300651311874,0.08166930079460144,0.9845082759857178
2550,2,0.03710310161113739,2.5097970962524414,0.015867440029978752,0.01105574518442154,0.07657527178525925,0.9857809543609619
2600,2,0.04810478165745735,2.6436972618103027,0.017121348530054092,0.012442577630281448,0.09088718891143799,0.9834282398223877
2650,2,0.024063196033239365,2.642285108566284,0.01082715205848217,0.006709289737045765,0.05481106415390968,0.9896552562713623
2700,2,0.0400022491812706,3.0558457374572754,0.023124855011701584,0.012962834909558296,0.09136916697025299,0.9826445579528809
2750,2,0.029288899153470993,2.686676502227783,0.013360653072595596,0.009571235626935959,0.06565417349338531,0.9860754013061523
2800,2,0.031100090593099594,2.355323076248169,0.008108176290988922,0.006659220904111862,0.05764410272240639,0.9862937331199646
2850,2,0.027960097417235374,3.0771584510803223,0.014572195708751678,0.011605451814830303,0.06952354311943054,0.9869439601898193
2900,2,0.02437209151685238,2.6345765590667725,0.013490402139723301,0.010983900167047977,0.06201927363872528,0.9915640950202942
2950,2,0.0332135334610939,2.315952777862549,0.015357686206698418,0.010669209063053131,0.07082019001245499,0.987622857093811
3000,2,0.0386345200240612,2.605041265487671,0.01349321473389864,0.009235398843884468,0.07438834011554718,0.9892374277114868
3050,2,0.03573737293481827,2.524439811706543,0.017012855038046837,0.011919774115085602,0.07729220390319824,0.994179368019104
3100,2,0.02547319605946541,2.5460543632507324,0.012594007886946201,0.0076819551177322865,0.0584794282913208,0.9881231784820557
3150,2,0.028225772082805634,2.3100061416625977,0.012874484062194824,0.01024521142244339,0.06289549916982651,0.9842354655265808
3200,2,0.036640241742134094,2.651745319366455,0.02040335349738598,0.016944941133260727,0.08724725991487503,0.9807037115097046
3250,2,0.027123425155878067,2.458004951477051,0.01542871817946434,0.01213160715997219,0.06697377562522888,0.9903372526168823
3300,2,0.044925570487976074,2.4670767784118652,0.021832510828971863,0.011645111255347729,0.09073857963085175,0.9839419722557068
3350,2,0.02635343000292778,2.6617984771728516,0.017622631043195724,0.00991104170680046,0.06719609349966049,0.9827425479888916
3400,2,0.028412826359272003,2.6137030124664307,0.014326365664601326,0.00989067554473877,0.06569838523864746,0.9874197840690613
3450,2,0.022446589544415474,2.4690661430358887,0.011352753266692162,0.007919051684439182,0.05406372621655464,0.9917626976966858
3500,2,0.031338170170784,2.6214406490325928,0.016073616221547127,0.011216729879379272,0.07173571735620499,0.9861146807670593
3550,2,0.03304067254066467,2.8136136531829834,0.012253420427441597,0.008078815415501595,0.06744097173213959,0.9821727275848389
3600,2,0.03113529086112976,3.3376049995422363,0.020398594439029694,0.015523603186011314,0.08374551683664322,0.9826862812042236
3650,2,0.03452225401997566,3.2572598457336426,0.016668803989887238,0.011309577152132988,0.0787869319319725,0.9838789701461792
3700,2,0.028447840362787247,3.0914249420166016,0.013441763818264008,0.008546051569283009,0.0658927783370018,0.9872050285339355
3750,2,0.03556623309850693,3.096583366394043,0.01866210252046585,0.01352913398295641,0.08324038982391357,0.9838050603866577
3800,2,0.03990472853183746,2.7657275199890137,0.021115068346261978,0.012451482936739922,0.08729991316795349,0.9760577082633972
3850,2,0.027398616075515747,3.1832103729248047,0.020257748663425446,0.012890826910734177,0.0764632374048233,0.9856524467468262
