probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3044,0.2164,0.2141,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0217,0.0157,0.0150,3.2771,2.4009,0.0000,0.9947,0.9951
mlp,0.0195,0.0133,0.0143,2.9422,2.1212,0.0000,0.9962,0.9955
